Sample_name,Dataset,Complete,Single,Duplicated,Fragmented,Missing,n_markers,Scores_bacteria_odb10,Scores_archaea_odb10,Scores_eukaryota_odb10
results_lake_bins/5m_229,archaea_odb10,3.1,1,2.1,0,96.9,194,"C:1.6%[S:0.0%,D:1.6%],F:0.8%,M:97.6%,n:124","C:3.1%[S:1.0%,D:2.1%],F:0.0%,M:96.9%,n:194","C:0.4%[S:0.0%,D:0.4%],F:0.4%,M:99.2%,n:255"
results_lake_bins/13m_11,bacteria_odb10,83.9,83.1,0.8,11.3,4.8,124,"C:83.9%[S:83.1%,D:0.8%],F:11.3%,M:4.8%,n:124","C:14.9%[S:14.9%,D:0.0%],F:3.6%,M:81.5%,n:194","C:3.1%[S:3.1%,D:0.0%],F:0.8%,M:96.1%,n:255"
results_lake_bins/11m_201,betaproteobacteria_odb10,91,91,0,4.6,4.4,569,"C:93.5%[S:93.5%,D:0.0%],F:3.2%,M:3.3%,n:124","C:14.4%[S:14.4%,D:0.0%],F:5.7%,M:79.9%,n:194","C:4.3%[S:4.3%,D:0.0%],F:1.2%,M:94.5%,n:255"
results_lake_bins/13m_104,alphaproteobacteria_odb10,96.1,96.1,0,2.3,1.6,432,"C:96.0%[S:96.0%,D:0.0%],F:3.2%,M:0.8%,n:124","C:16.0%[S:16.0%,D:0.0%],F:4.1%,M:79.9%,n:194","C:7.1%[S:7.1%,D:0.0%],F:0.4%,M:92.5%,n:255"
results_lake_bins/15_5m_233,bacteria_odb10,62.9,37.1,25.8,25,12.1,124,"C:62.9%[S:37.1%,D:25.8%],F:25.0%,M:12.1%,n:124","C:16.5%[S:12.9%,D:3.6%],F:8.2%,M:75.3%,n:194","C:3.1%[S:2.7%,D:0.4%],F:3.1%,M:93.8%,n:255"
results_lake_bins/15mw_164,Check_logs,-,-,-,-,-,-,-,-,-
results_lake_bins/17m_48,bacteria_odb10,56.4,55.6,0.8,9.7,33.9,124,"C:56.4%[S:55.6%,D:0.8%],F:9.7%,M:33.9%,n:124","C:8.2%[S:8.2%,D:0.0%],F:3.1%,M:88.7%,n:194","C:2.4%[S:2.4%,D:0.0%],F:0.0%,M:97.6%,n:255"
results_lake_bins/15mm_102,bacteria_odb10,69.4,69.4,0,13.7,16.9,124,"C:69.4%[S:69.4%,D:0.0%],F:13.7%,M:16.9%,n:124","C:14.4%[S:14.4%,D:0.0%],F:4.1%,M:81.5%,n:194","C:4.7%[S:4.3%,D:0.4%],F:1.2%,M:94.1%,n:255"
results_lake_bins/15_5m_162,bacteria_odb10,2.4,2.4,0,3.2,94.4,124,"C:2.4%[S:2.4%,D:0.0%],F:3.2%,M:94.4%,n:124","C:1.5%[S:1.5%,D:0.0%],F:0.5%,M:98.0%,n:194","C:0.4%[S:0.4%,D:0.0%],F:0.0%,M:99.6%,n:255"
results_lake_bins/15mw_193,bacteria_odb10,5.6,5.6,0,12.9,81.5,124,"C:5.6%[S:5.6%,D:0.0%],F:12.9%,M:81.5%,n:124","C:1.0%[S:1.0%,D:0.0%],F:2.6%,M:96.4%,n:194","C:1.6%[S:1.6%,D:0.0%],F:0.4%,M:98.0%,n:255"
results_lake_bins/13m_59,bacteria_odb10,0,0,0,0.8,99.2,124,"C:0.0%[S:0.0%,D:0.0%],F:0.8%,M:99.2%,n:124","C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:194","C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:255"
results_lake_bins/15mm_29,bacteria_odb10,82.2,41.1,41.1,11.3,6.5,124,"C:82.2%[S:41.1%,D:41.1%],F:11.3%,M:6.5%,n:124","C:17.0%[S:10.8%,D:6.2%],F:5.2%,M:77.8%,n:194","C:4.8%[S:2.4%,D:2.4%],F:2.0%,M:93.2%,n:255"
results_lake_bins/11m_118,bacteria_odb10,20.1,15.3,4.8,4.8,75.1,124,"C:20.1%[S:15.3%,D:4.8%],F:4.8%,M:75.1%,n:124","C:5.2%[S:2.1%,D:3.1%],F:2.6%,M:92.2%,n:194","C:1.2%[S:1.2%,D:0.0%],F:0.0%,M:98.8%,n:255"
results_lake_bins/11m_147,betaproteobacteria_odb10,95.1,94.6,0.5,2.3,2.6,569,"C:98.4%[S:97.6%,D:0.8%],F:1.6%,M:0.0%,n:124","C:17.0%[S:16.5%,D:0.5%],F:5.7%,M:77.3%,n:194","C:5.9%[S:5.9%,D:0.0%],F:0.8%,M:93.3%,n:255"
results_lake_bins/13m_242,eukaryota_odb10,1.2,1.2,0,2.7,96.1,255,"C:0.8%[S:0.8%,D:0.0%],F:3.2%,M:96.0%,n:124","C:0.5%[S:0.5%,D:0.0%],F:0.5%,M:99.0%,n:194","C:1.2%[S:1.2%,D:0.0%],F:2.7%,M:96.1%,n:255"
results_lake_bins/15mw_184,bacteria_odb10,18.5,16.1,2.4,18.5,63,124,"C:18.5%[S:16.1%,D:2.4%],F:18.5%,M:63.0%,n:124","C:7.2%[S:6.2%,D:1.0%],F:3.1%,M:89.7%,n:194","C:0.8%[S:0.8%,D:0.0%],F:2.0%,M:97.2%,n:255"
results_lake_bins/15_5m_14,bacteria_odb10,8.9,8.9,0,8.1,83,124,"C:8.9%[S:8.9%,D:0.0%],F:8.1%,M:83.0%,n:124","C:1.0%[S:1.0%,D:0.0%],F:2.1%,M:96.9%,n:194","C:0.0%[S:0.0%,D:0.0%],F:0.8%,M:99.2%,n:255"
results_lake_bins/9m_140,eukaryota_odb10,2,1.6,0.4,1.2,96.8,255,"C:0.0%[S:0.0%,D:0.0%],F:1.6%,M:98.4%,n:124","C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:194","C:2.0%[S:1.6%,D:0.4%],F:1.2%,M:96.8%,n:255"
results_lake_bins/15_5m_175,bacteria_odb10,47.5,30.6,16.9,25.8,26.7,124,"C:47.5%[S:30.6%,D:16.9%],F:25.8%,M:26.7%,n:124","C:11.4%[S:9.3%,D:2.1%],F:4.1%,M:84.5%,n:194","C:2.4%[S:2.4%,D:0.0%],F:5.1%,M:92.5%,n:255"
results_lake_bins/15mw_16,archaea_odb10,2,1,1,0.5,97.5,194,"C:0.8%[S:0.0%,D:0.8%],F:1.6%,M:97.6%,n:124","C:2.0%[S:1.0%,D:1.0%],F:0.5%,M:97.5%,n:194","C:0.4%[S:0.4%,D:0.0%],F:0.4%,M:99.2%,n:255"
results_lake_bins/15_5m_224,bacteria_odb10,57.3,57.3,0,9.7,33,124,"C:57.3%[S:57.3%,D:0.0%],F:9.7%,M:33.0%,n:124","C:11.9%[S:11.9%,D:0.0%],F:4.6%,M:83.5%,n:194","C:3.9%[S:3.1%,D:0.8%],F:1.6%,M:94.5%,n:255"
results_lake_bins/15mw_173,bacteria_odb10,97.6,96.8,0.8,2.4,0,124,"C:97.6%[S:96.8%,D:0.8%],F:2.4%,M:0.0%,n:124","C:22.1%[S:21.1%,D:1.0%],F:2.6%,M:75.3%,n:194","C:4.7%[S:4.7%,D:0.0%],F:2.4%,M:92.9%,n:255"
results_lake_bins/17m_87,bacteroidetes_odb10,56.5,56.5,0,12.4,31.1,402,"C:52.4%[S:52.4%,D:0.0%],F:16.9%,M:30.7%,n:124","C:9.3%[S:8.8%,D:0.5%],F:5.2%,M:85.5%,n:194","C:2.0%[S:2.0%,D:0.0%],F:1.2%,M:96.8%,n:255"
results_lake_bins/15_5m_64,bacteria_odb10,26.6,17.7,8.9,7.3,66.1,124,"C:26.6%[S:17.7%,D:8.9%],F:7.3%,M:66.1%,n:124","C:6.1%[S:4.6%,D:1.5%],F:1.0%,M:92.9%,n:194","C:2.4%[S:2.0%,D:0.4%],F:0.4%,M:97.2%,n:255"
results_lake_bins/5m_60,bacteria_odb10,94.3,27.4,66.9,1.6,4.1,124,"C:94.3%[S:27.4%,D:66.9%],F:1.6%,M:4.1%,n:124","C:19.1%[S:7.2%,D:11.9%],F:3.6%,M:77.3%,n:194","C:4.7%[S:2.0%,D:2.7%],F:2.0%,M:93.3%,n:255"
results_lake_bins/15mm_192,bacteria_odb10,38.7,38.7,0,20.2,41.1,124,"C:38.7%[S:38.7%,D:0.0%],F:20.2%,M:41.1%,n:124","C:5.2%[S:5.2%,D:0.0%],F:3.6%,M:91.2%,n:194","C:0.8%[S:0.8%,D:0.0%],F:2.0%,M:97.2%,n:255"
results_lake_bins/15_5m_93,bacteria_odb10,20.9,18.5,2.4,3.2,75.9,124,"C:20.9%[S:18.5%,D:2.4%],F:3.2%,M:75.9%,n:124","C:3.6%[S:3.6%,D:0.0%],F:3.6%,M:92.8%,n:194","C:0.8%[S:0.8%,D:0.0%],F:0.0%,M:99.2%,n:255"
results_lake_bins/5m_97,bacteria_odb10,3.2,3.2,0,2.4,94.4,124,"C:3.2%[S:3.2%,D:0.0%],F:2.4%,M:94.4%,n:124","C:2.1%[S:2.1%,D:0.0%],F:0.5%,M:97.4%,n:194","C:0.0%[S:0.0%,D:0.0%],F:0.8%,M:99.2%,n:255"
results_lake_bins/15mm_165,bacteria_odb10,85.5,84.7,0.8,6.5,8,124,"C:85.5%[S:84.7%,D:0.8%],F:6.5%,M:8.0%,n:124","C:17.5%[S:17.5%,D:0.0%],F:4.1%,M:78.4%,n:194","C:2.4%[S:2.4%,D:0.0%],F:1.2%,M:96.4%,n:255"
results_lake_bins/9m_198,bacteria_odb10,53.2,51.6,1.6,8.1,38.7,124,"C:53.2%[S:51.6%,D:1.6%],F:8.1%,M:38.7%,n:124","C:13.9%[S:13.9%,D:0.0%],F:3.1%,M:83.0%,n:194","C:3.9%[S:3.9%,D:0.0%],F:1.6%,M:94.5%,n:255"
results_lake_bins/15mw_103,bacteria_odb10,25.8,25,0.8,16.1,58.1,124,"C:25.8%[S:25.0%,D:0.8%],F:16.1%,M:58.1%,n:124","C:2.6%[S:2.6%,D:0.0%],F:3.6%,M:93.8%,n:194","C:2.7%[S:2.7%,D:0.0%],F:0.8%,M:96.5%,n:255"
results_lake_bins/15_5m_254,bacteria_odb10,87.1,87.1,0,4,8.9,124,"C:87.1%[S:87.1%,D:0.0%],F:4.0%,M:8.9%,n:124","C:18.0%[S:17.5%,D:0.5%],F:3.1%,M:78.9%,n:194","C:5.1%[S:4.3%,D:0.8%],F:0.8%,M:94.1%,n:255"
results_lake_bins/5m_211,eukaryota_odb10,7.5,7.5,0,13.3,79.2,255,"C:4.0%[S:4.0%,D:0.0%],F:10.5%,M:85.5%,n:124","C:3.1%[S:3.1%,D:0.0%],F:7.7%,M:89.2%,n:194","C:7.5%[S:7.5%,D:0.0%],F:13.3%,M:79.2%,n:255"
results_lake_bins/13m_76,bacteria_odb10,0,0,0,3.2,96.8,124,"C:0.0%[S:0.0%,D:0.0%],F:3.2%,M:96.8%,n:124","C:0.0%[S:0.0%,D:0.0%],F:0.5%,M:99.5%,n:194","C:0.0%[S:0.0%,D:0.0%],F:0.4%,M:99.6%,n:255"
results_lake_bins/13m_163,bacteria_odb10,97.6,37.9,59.7,2.4,0,124,"C:97.6%[S:37.9%,D:59.7%],F:2.4%,M:0.0%,n:124","C:21.6%[S:7.7%,D:13.9%],F:3.1%,M:75.3%,n:194","C:4.3%[S:0.8%,D:3.5%],F:2.0%,M:93.7%,n:255"
results_lake_bins/5m_140,bacteria_odb10,97.5,17.7,79.8,0,2.5,124,"C:97.5%[S:17.7%,D:79.8%],F:0.0%,M:2.5%,n:124","C:21.1%[S:4.6%,D:16.5%],F:2.1%,M:76.8%,n:194","C:4.3%[S:1.2%,D:3.1%],F:1.2%,M:94.5%,n:255"
results_lake_bins/13m_81,mollicutes_odb10,2,2,0,1.3,96.7,151,"C:1.6%[S:1.6%,D:0.0%],F:4.0%,M:94.4%,n:124","C:0.0%[S:0.0%,D:0.0%],F:1.0%,M:99.0%,n:194","C:0.0%[S:0.0%,D:0.0%],F:0.8%,M:99.2%,n:255"
results_lake_bins/11m_137,archaea_odb10,0.5,0.5,0,0,99.5,194,"C:0.8%[S:0.0%,D:0.8%],F:0.0%,M:99.2%,n:124","C:0.5%[S:0.5%,D:0.0%],F:0.0%,M:99.5%,n:194","C:0.4%[S:0.0%,D:0.4%],F:0.0%,M:99.6%,n:255"
results_lake_bins/15mw_102,archaea_odb10,1.5,1.5,0,0,98.5,194,"C:0.8%[S:0.8%,D:0.0%],F:0.8%,M:98.4%,n:124","C:1.5%[S:1.5%,D:0.0%],F:0.0%,M:98.5%,n:194","C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:255"
results_lake_bins/17m_162,bacteria_odb10,0.8,0.8,0,0,99.2,124,"C:0.8%[S:0.8%,D:0.0%],F:0.0%,M:99.2%,n:124","C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:194","C:0.4%[S:0.4%,D:0.0%],F:0.0%,M:99.6%,n:255"
results_lake_bins/15mm_164,bacteria_odb10,4,3.2,0.8,1.6,94.4,124,"C:4.0%[S:3.2%,D:0.8%],F:1.6%,M:94.4%,n:124","C:0.5%[S:0.5%,D:0.0%],F:1.5%,M:98.0%,n:194","C:0.4%[S:0.4%,D:0.0%],F:0.0%,M:99.6%,n:255"
results_lake_bins/15_5m_92,bacteria_odb10,48.4,48.4,0,13.7,37.9,124,"C:48.4%[S:48.4%,D:0.0%],F:13.7%,M:37.9%,n:124","C:12.9%[S:12.4%,D:0.5%],F:3.6%,M:83.5%,n:194","C:2.4%[S:2.4%,D:0.0%],F:2.7%,M:94.9%,n:255"
results_lake_bins/15mm_193,bacteria_odb10,45.2,25.8,19.4,10.5,44.3,124,"C:45.2%[S:25.8%,D:19.4%],F:10.5%,M:44.3%,n:124","C:10.9%[S:8.8%,D:2.1%],F:3.6%,M:85.5%,n:194","C:2.4%[S:1.6%,D:0.8%],F:0.8%,M:96.8%,n:255"
results_lake_bins/9m_131,bacteria_odb10,0.8,0.8,0,0,99.2,124,"C:0.8%[S:0.8%,D:0.0%],F:0.0%,M:99.2%,n:124","C:0.5%[S:0.5%,D:0.0%],F:0.0%,M:99.5%,n:194","C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:255"
results_lake_bins/15mw_90,bacteria_odb10,99.2,9.7,89.5,0.8,0,124,"C:99.2%[S:9.7%,D:89.5%],F:0.8%,M:0.0%,n:124","C:19.1%[S:3.6%,D:15.5%],F:3.1%,M:77.8%,n:194","C:3.9%[S:0.4%,D:3.5%],F:2.4%,M:93.7%,n:255"
results_lake_bins/5m_61,bacteria_odb10,15.3,14.5,0.8,12.1,72.6,124,"C:15.3%[S:14.5%,D:0.8%],F:12.1%,M:72.6%,n:124","C:3.6%[S:3.6%,D:0.0%],F:1.5%,M:94.9%,n:194","C:0.8%[S:0.8%,D:0.0%],F:2.0%,M:97.2%,n:255"
results_lake_bins/15_5m_65,bacteria_odb10,51.6,48.4,3.2,26.6,21.8,124,"C:51.6%[S:48.4%,D:3.2%],F:26.6%,M:21.8%,n:124","C:10.3%[S:9.8%,D:0.5%],F:8.8%,M:80.9%,n:194","C:3.1%[S:2.7%,D:0.4%],F:1.2%,M:95.7%,n:255"
results_lake_bins/17m_86,mollicutes_odb10,46.4,44.4,2,4,49.6,151,"C:53.2%[S:53.2%,D:0.0%],F:16.1%,M:30.7%,n:124","C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:194","C:0.0%[S:0.0%,D:0.0%],F:0.8%,M:99.2%,n:255"
results_lake_bins/17m_195,bacteria_odb10,63.7,49.2,14.5,7.3,29,124,"C:63.7%[S:49.2%,D:14.5%],F:7.3%,M:29.0%,n:124","C:14.4%[S:9.8%,D:4.6%],F:5.7%,M:79.9%,n:194","C:5.1%[S:3.1%,D:2.0%],F:4.3%,M:90.6%,n:255"
results_lake_bins/11m_136,archaea_odb10,3.1,2.1,1,0.5,96.4,194,"C:1.6%[S:0.0%,D:1.6%],F:0.8%,M:97.6%,n:124","C:3.1%[S:2.1%,D:1.0%],F:0.5%,M:96.4%,n:194","C:0.8%[S:0.8%,D:0.0%],F:0.0%,M:99.2%,n:255"
results_lake_bins/13m_80,bacteria_odb10,1.6,1.6,0,0.8,97.6,124,"C:1.6%[S:1.6%,D:0.0%],F:0.8%,M:97.6%,n:124","C:0.5%[S:0.5%,D:0.0%],F:0.0%,M:99.5%,n:194","C:0.4%[S:0.4%,D:0.0%],F:0.0%,M:99.6%,n:255"
results_lake_bins/13m_162,bacteria_odb10,47.6,40.3,7.3,8.1,44.3,124,"C:47.6%[S:40.3%,D:7.3%],F:8.1%,M:44.3%,n:124","C:9.3%[S:5.7%,D:3.6%],F:5.7%,M:85.0%,n:194","C:2.0%[S:1.6%,D:0.4%],F:1.6%,M:96.4%,n:255"
results_lake_bins/13m_77,bacteria_odb10,8.9,8.9,0,18.5,72.6,124,"C:8.9%[S:8.9%,D:0.0%],F:18.5%,M:72.6%,n:124","C:3.1%[S:3.1%,D:0.0%],F:2.6%,M:94.3%,n:194","C:0.4%[S:0.4%,D:0.0%],F:0.8%,M:98.8%,n:255"
results_lake_bins/5m_210,bacteroidetes_odb10,85.6,84.6,1,8.5,5.9,402,"C:86.3%[S:85.5%,D:0.8%],F:8.9%,M:4.8%,n:124","C:16.0%[S:16.0%,D:0.0%],F:5.2%,M:78.8%,n:194","C:3.5%[S:3.5%,D:0.0%],F:2.4%,M:94.1%,n:255"
results_lake_bins/13m_28,bacteria_odb10,4.8,2.4,2.4,3.2,92,124,"C:4.8%[S:2.4%,D:2.4%],F:3.2%,M:92.0%,n:124","C:1.5%[S:0.0%,D:1.5%],F:1.0%,M:97.5%,n:194","C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:255"
results_lake_bins/13m_243,bacteria_odb10,8.1,6.5,1.6,0.8,91.1,124,"C:8.1%[S:6.5%,D:1.6%],F:0.8%,M:91.1%,n:124","C:1.5%[S:1.0%,D:0.5%],F:1.0%,M:97.5%,n:194","C:0.4%[S:0.4%,D:0.0%],F:0.0%,M:99.6%,n:255"
results_lake_bins/11m_119,bacteria_odb10,18.5,17.7,0.8,20.2,61.3,124,"C:18.5%[S:17.7%,D:0.8%],F:20.2%,M:61.3%,n:124","C:2.1%[S:2.1%,D:0.0%],F:2.1%,M:95.8%,n:194","C:2.4%[S:2.4%,D:0.0%],F:0.4%,M:97.2%,n:255"
results_lake_bins/9m_34,archaea_odb10,3.1,3.1,0,0.5,96.4,194,"C:1.6%[S:0.8%,D:0.8%],F:0.8%,M:97.6%,n:124","C:3.1%[S:3.1%,D:0.0%],F:0.5%,M:96.4%,n:194","C:0.8%[S:0.8%,D:0.0%],F:0.4%,M:98.8%,n:255"
results_lake_bins/11m_217,burkholderiales_odb10,76.4,75.7,0.7,7.3,16.3,688,"C:66.1%[S:66.1%,D:0.0%],F:11.3%,M:22.6%,n:124","C:14.9%[S:14.4%,D:0.5%],F:2.6%,M:82.5%,n:194","C:3.9%[S:3.9%,D:0.0%],F:2.0%,M:94.1%,n:255"
results_lake_bins/15mm_77,eukaryota_odb10,1.2,1.2,0,2.7,96.1,255,"C:1.6%[S:1.6%,D:0.0%],F:3.2%,M:95.2%,n:124","C:0.0%[S:0.0%,D:0.0%],F:0.5%,M:99.5%,n:194","C:1.2%[S:1.2%,D:0.0%],F:2.7%,M:96.1%,n:255"
results_lake_bins/13m_58,bacteria_odb10,0.8,0.8,0,1.6,97.6,124,"C:0.8%[S:0.8%,D:0.0%],F:1.6%,M:97.6%,n:124","C:0.0%[S:0.0%,D:0.0%],F:0.5%,M:99.5%,n:194","C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:255"
results_lake_bins/5m_199,eukaryota_odb10,0.8,0.8,0,2.4,96.8,255,"C:1.6%[S:1.6%,D:0.0%],F:2.4%,M:96.0%,n:124","C:0.0%[S:0.0%,D:0.0%],F:1.0%,M:99.0%,n:194","C:0.8%[S:0.8%,D:0.0%],F:2.4%,M:96.8%,n:255"
results_lake_bins/15mw_172,bacteria_odb10,7.3,6.5,0.8,5.6,87.1,124,"C:7.3%[S:6.5%,D:0.8%],F:5.6%,M:87.1%,n:124","C:3.1%[S:3.1%,D:0.0%],F:1.0%,M:95.9%,n:194","C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:255"
results_lake_bins/15_5m_225,bacteria_odb10,15.3,15.3,0,14.5,70.2,124,"C:15.3%[S:15.3%,D:0.0%],F:14.5%,M:70.2%,n:124","C:2.1%[S:2.1%,D:0.0%],F:3.6%,M:94.3%,n:194","C:1.6%[S:1.6%,D:0.0%],F:0.4%,M:98.0%,n:255"
results_lake_bins/9m_210,bacteria_odb10,12.1,10.5,1.6,8.9,79,124,"C:12.1%[S:10.5%,D:1.6%],F:8.9%,M:79.0%,n:124","C:0.0%[S:0.0%,D:0.0%],F:1.5%,M:98.5%,n:194","C:0.4%[S:0.4%,D:0.0%],F:1.6%,M:98.0%,n:255"
results_lake_bins/15mw_48,bacteria_odb10,87.1,49.2,37.9,2.4,10.5,124,"C:87.1%[S:49.2%,D:37.9%],F:2.4%,M:10.5%,n:124","C:21.1%[S:14.9%,D:6.2%],F:3.1%,M:75.8%,n:194","C:3.2%[S:1.6%,D:1.6%],F:3.1%,M:93.7%,n:255"
results_lake_bins/15_5m_183,bacteria_odb10,83.9,83.9,0,5.6,10.5,124,"C:83.9%[S:83.9%,D:0.0%],F:5.6%,M:10.5%,n:124","C:18.6%[S:18.6%,D:0.0%],F:4.6%,M:76.8%,n:194","C:4.3%[S:3.9%,D:0.4%],F:3.1%,M:92.6%,n:255"
results_lake_bins/15_5m_4,bacteria_odb10,46,46,0,14.5,39.5,124,"C:46.0%[S:46.0%,D:0.0%],F:14.5%,M:39.5%,n:124","C:7.7%[S:7.2%,D:0.5%],F:2.6%,M:89.7%,n:194","C:1.2%[S:1.2%,D:0.0%],F:0.8%,M:98.0%,n:255"
results_lake_bins/15_5m_174,bacteria_odb10,97.6,95.2,2.4,2.4,0,124,"C:97.6%[S:95.2%,D:2.4%],F:2.4%,M:0.0%,n:124","C:21.7%[S:18.6%,D:3.1%],F:2.6%,M:75.7%,n:194","C:5.1%[S:5.1%,D:0.0%],F:2.4%,M:92.5%,n:255"
results_lake_bins/5m_11,eukaryota_odb10,34.1,33.7,0.4,21.2,44.7,255,"C:13.7%[S:13.7%,D:0.0%],F:19.4%,M:66.9%,n:124","C:20.6%[S:20.6%,D:0.0%],F:9.3%,M:70.1%,n:194","C:34.1%[S:33.7%,D:0.4%],F:21.2%,M:44.7%,n:255"
results_lake_bins/15_5m_15,bacteria_odb10,100,24.2,75.8,0,0,124,"C:100.0%[S:24.2%,D:75.8%],F:0.0%,M:0.0%,n:124","C:22.2%[S:6.2%,D:16.0%],F:4.6%,M:73.2%,n:194","C:6.3%[S:4.7%,D:1.6%],F:1.2%,M:92.5%,n:255"
results_lake_bins/13m_105,bacteria_odb10,51.6,46,5.6,16.1,32.3,124,"C:51.6%[S:46.0%,D:5.6%],F:16.1%,M:32.3%,n:124","C:13.9%[S:13.4%,D:0.5%],F:3.1%,M:83.0%,n:194","C:4.3%[S:3.9%,D:0.4%],F:2.4%,M:93.3%,n:255"
results_lake_bins/15mm_60,bacteria_odb10,93.5,26.6,66.9,2.4,4.1,124,"C:93.5%[S:26.6%,D:66.9%],F:2.4%,M:4.1%,n:124","C:19.1%[S:6.2%,D:12.9%],F:4.6%,M:76.3%,n:194","C:6.6%[S:3.9%,D:2.7%],F:2.4%,M:91.0%,n:255"
results_lake_bins/5m_228,archaea_odb10,1.5,1,0.5,0,98.5,194,"C:1.6%[S:0.8%,D:0.8%],F:0.8%,M:97.6%,n:124","C:1.5%[S:1.0%,D:0.5%],F:0.0%,M:98.5%,n:194","C:0.0%[S:0.0%,D:0.0%],F:0.4%,M:99.6%,n:255"
results_lake_bins/15mm_97,bacteria_odb10,96,33.9,62.1,3.2,0.8,124,"C:96.0%[S:33.9%,D:62.1%],F:3.2%,M:0.8%,n:124","C:21.6%[S:8.2%,D:13.4%],F:3.1%,M:75.3%,n:194","C:4.7%[S:2.0%,D:2.7%],F:1.6%,M:93.7%,n:255"
results_lake_bins/11m_151,archaea_odb10,4.7,2.6,2.1,0,95.3,194,"C:1.6%[S:1.6%,D:0.0%],F:0.8%,M:97.6%,n:124","C:4.7%[S:2.6%,D:2.1%],F:0.0%,M:95.3%,n:194","C:0.4%[S:0.4%,D:0.0%],F:0.4%,M:99.2%,n:255"
results_lake_bins/5m_179,bacteria_odb10,37.1,29,8.1,16.9,46,124,"C:37.1%[S:29.0%,D:8.1%],F:16.9%,M:46.0%,n:124","C:6.2%[S:3.6%,D:2.6%],F:3.6%,M:90.2%,n:194","C:4.4%[S:2.4%,D:2.0%],F:2.4%,M:93.2%,n:255"
results_lake_bins/9m_109,burkholderiales_odb10,85.9,45.5,40.4,5.4,8.7,688,"C:87.1%[S:63.7%,D:23.4%],F:3.2%,M:9.7%,n:124","C:16.0%[S:10.8%,D:5.2%],F:6.2%,M:77.8%,n:194","C:5.8%[S:2.7%,D:3.1%],F:0.8%,M:93.4%,n:255"
results_lake_bins/15_5m_163,bacteria_odb10,24.2,21,3.2,21.8,54,124,"C:24.2%[S:21.0%,D:3.2%],F:21.8%,M:54.0%,n:124","C:4.1%[S:3.1%,D:1.0%],F:4.1%,M:91.8%,n:194","C:2.4%[S:2.0%,D:0.4%],F:2.4%,M:95.2%,n:255"
results_lake_bins/15mm_103,archaea_odb10,2.1,2.1,0,0,97.9,194,"C:1.6%[S:1.6%,D:0.0%],F:0.8%,M:97.6%,n:124","C:2.1%[S:2.1%,D:0.0%],F:0.0%,M:97.9%,n:194","C:0.4%[S:0.4%,D:0.0%],F:0.8%,M:98.8%,n:255"
results_lake_bins/15_5m_194,mycoplasmatales_odb10,4,3.4,0.6,0,96,174,"C:6.5%[S:6.5%,D:0.0%],F:4.8%,M:88.7%,n:124","C:0.0%[S:0.0%,D:0.0%],F:1.0%,M:99.0%,n:194","C:0.4%[S:0.4%,D:0.0%],F:0.0%,M:99.6%,n:255"
results_lake_bins/15mw_165,spirochaetales_odb10,47.2,47.2,0,10.1,42.7,345,"C:40.3%[S:40.3%,D:0.0%],F:18.5%,M:41.2%,n:124","C:8.2%[S:8.2%,D:0.0%],F:5.2%,M:86.6%,n:194","C:1.6%[S:1.6%,D:0.0%],F:2.7%,M:95.7%,n:255"
results_lake_bins/15_5m_232,bacteria_odb10,21.8,20.2,1.6,17.7,60.5,124,"C:21.8%[S:20.2%,D:1.6%],F:17.7%,M:60.5%,n:124","C:6.2%[S:5.7%,D:0.5%],F:7.2%,M:86.6%,n:194","C:1.6%[S:1.6%,D:0.0%],F:2.7%,M:95.7%,n:255"
results_lake_bins/11m_8,bacteria_odb10,100,4,96,0,0,124,"C:100.0%[S:4.0%,D:96.0%],F:0.0%,M:0.0%,n:124","C:20.6%[S:1.5%,D:19.1%],F:4.1%,M:75.3%,n:194","C:5.5%[S:1.6%,D:3.9%],F:2.0%,M:92.5%,n:255"
results_lake_bins/9m_207,bacteria_odb10,0.8,0.8,0,0,99.2,124,"C:0.8%[S:0.8%,D:0.0%],F:0.0%,M:99.2%,n:124","C:0.0%[S:0.0%,D:0.0%],F:0.5%,M:99.5%,n:194","C:0.0%[S:0.0%,D:0.0%],F:0.4%,M:99.6%,n:255"
results_lake_bins/15mm_222,mollicutes_odb10,43.7,13.9,29.8,1.3,55,151,"C:52.4%[S:26.6%,D:25.8%],F:9.7%,M:37.9%,n:124","C:3.1%[S:2.1%,D:1.0%],F:3.6%,M:93.3%,n:194","C:1.2%[S:1.2%,D:0.0%],F:0.4%,M:98.4%,n:255"
